"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","209/5862","488/28905",0.42827868852459,2.11180407570851,12.4934225988748,3.95116138637754e-30,1.15589430376027e-27,4.60716760698663e-28,"100705/102060/103172/104112/105193/105651/105675/105787/107747/108037/108079/109042/110078/110095/110119/110208/110446/110842/11428/11429/11430/114643/11564/11639/11651/11666/11676/11820/11946/11947/11949/11950/11957/11958/12034/12064/12122/12534/12833/12850/12857/12858/12859/12861/12865/12866/12867/12868/12974/13350/13382/13603/13806/13808/14148/14380/14381/14385/14466/14467/14555/14583/14711/15277/15289/15356/15483/15926/16000/16002/16195/16548/16828/16889/17449/17705/17706/17708/17711/17721/17722/17869/17991/17992/17993/17995/18124/18597/18605/18639/18640/18641/18648/18654/18655/18706/18810/19017/19045/19062/19309/19664/20411/20656/207728/208727/208982/20917/209692/21351/21428/214917/215951/216805/217166/21881/21926/21991/22040/22059/22113/22272/224792/227197/227731/230075/235339/235344/23961/242700/268697/269224/269951/27369/28080/30956/384783/407785/433182/434175/50799/52331/54403/54405/54646/56312/56421/56451/56490/57423/58805/63873/64602/66043/66046/66091/66108/66114/66142/66148/66152/66171/66218/66377/66414/66445/66646/66681/66694/66916/66925/66945/66972/67003/67126/67264/67273/67393/67892/67914/68073/68077/68194/68197/68202/68263/68267/68342/68943/69089/70207/70316/70383/70556/71336/71832/72141/72170/72759/72900/73181/74114/74246/74637/75406/77596/78330/78797/93757",209
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","198/5862","453/28905",0.437086092715232,2.1552326014899,12.4995537641135,5.24628747284823e-30,1.46804809457614e-27,5.85135129122707e-28,"100683/102423/106052/107995/108000/110957/11477/11504/11651/11785/11787/11792/11799/11820/11920/12021/12034/12043/12054/12055/12122/12144/12189/12190/12192/12235/12236/12298/12443/12444/12448/12530/12532/12534/12571/12575/12576/12577/12649/12696/12753/12914/13205/13555/13649/13871/13924/14155/14199/14451/14632/14726/14841/15468/15512/15586/16319/16323/16600/17246/17829/18004/18214/18392/18426/18514/18761/18763/18764/18767/18795/18817/19054/19130/19192/19247/19361/19367/193838/194655/19650/19891/20133/20135/20460/208628/208643/20877/20878/20913/210766/211651/21385/214444/216166/216190/21752/218294/21853/218793/22040/22059/22061/22137/225182/225372/226419/227331/229776/229841/231803/233805/234736/234779/235041/235559/237877/23834/240087/24108/241627/26427/268465/268697/268930/26951/269582/270669/27214/27375/28000/28114/30963/327762/330177/381290/381293/381979/433938/434175/50875/52040/52276/52679/54394/54601/54624/56150/56190/56419/57376/59036/60364/65964/66156/66209/66442/66591/66977/66993/67052/67141/67153/67155/67177/67629/67849/67941/68014/68067/68077/68145/68612/69109/69188/69274/69716/70385/70601/71007/71375/71733/72008/72611/72772/72776/72993/74268/74335/74729/75430/76464/76843/77011/77065/80280/83383/83796",198
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","168/5862","359/28905",0.467966573816156,2.30750150395019,12.5732966440593,7.62207374254577e-30,2.04398610862602e-27,8.14692706604563e-28,"101497/102774/104027/107351/108100/108686/109880/110380/11350/114229/11518/11567/118449/11853/11854/11856/12182/12332/12333/12345/12488/12569/12614/12631/12632/12985/13043/13605/13609/13614/13640/13717/13829/13835/13860/14063/14086/14191/14219/14248/14609/14745/15162/15163/15894/16202/16416/16765/16971/170643/170758/17260/17886/17974/18003/18016/18481/18484/18596/18613/18643/18645/18693/18706/18709/18754/18760/18761/18829/19062/19130/192176/192197/19229/19240/19303/19720/19736/19877/19878/20194/20259/20301/20312/20356/20401/20563/207278/20740/20741/20742/208177/211401/21333/213556/213649/216831/21754/218952/22003/22323/22351/223601/223881/22411/225115/225288/227753/231637/232906/233977/234094/235041/235431/23912/24088/242553/242687/243725/260409/26401/268396/268747/268970/277360/30794/30948/319262/329165/385354/432995/434204/442801/50490/50768/50873/50874/50875/50876/50918/52428/544963/56320/56431/56441/58234/623781/63985/65970/666244/66898/68606/69524/69550/69710/70420/72042/73205/74192/74194/76260/76441/76707/76820/76932/93689/93840/93897",168
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","120/5862","219/28905",0.547945205479452,2.70186901473619,12.7510386785686,1.44212627527617e-29,3.71260988307096e-27,1.47977336119917e-27,"100705/104110/104111/104112/106564/110095/110446/11486/11512/11515/11564/11636/11637/11717/11946/11947/11949/11950/11951/11957/11958/12495/13382/13806/14081/14380/14381/16889/17705/17706/17721/17722/17850/17869/17991/17993/17995/18102/18103/18160/18597/18604/19017/211347/214917/216805/22247/227197/228026/228033/229665/230075/230103/231327/235339/236900/237823/23917/23972/270076/27273/27402/28080/407785/432530/433182/50790/50799/50873/51797/54195/54369/54391/54405/55951/56248/56690/56749/57423/60525/60596/64451/66043/66046/66091/66108/66114/66218/66355/66377/66401/66414/66588/66916/66925/66945/67126/67264/67273/67763/68073/68194/68197/68202/68263/68342/68738/69719/70025/70316/70456/71743/72269/72900/73132/75406/75533/75735/78330/80914",120
"GO:0001822","GO:0001822","kidney development","161/5862","343/28905",0.469387755102041,2.31450922231738,12.3523264677952,7.6718926950813e-29,1.89908851482859e-26,7.56939372385147e-27,"100503085/108000/110350/11421/114249/11504/11600/11606/11622/11764/11826/11847/12043/12064/12125/12142/12159/12161/12162/12488/12505/12577/12628/12633/12705/12767/12931/13003/13388/13614/13617/13618/13642/13653/13809/13838/13841/14118/14164/14182/14183/14537/14561/14633/14634/14734/15201/15213/15903/16194/16202/16348/16371/16372/16400/16416/16449/16776/16779/16878/17075/17125/17129/17130/17131/17260/17527/17869/18004/18121/18131/18263/18426/18457/18514/18552/18590/18591/18596/18605/18654/18763/18764/19126/19401/19876/20397/20537/20563/20681/20750/209039/211401/21419/216560/216805/21687/218476/21853/218772/22040/22411/22420/22601/228357/228790/231214/231470/233651/235041/23948/23967/24063/240725/241226/242022/244585/246221/266781/319757/329628/329795/407785/53421/544696/55978/56198/56350/60595/66277/66398/66725/67087/67092/67703/67784/68318/68911/68927/69847/70350/71228/71371/71461/71785/72043/72135/72938/73692/74025/74533/75691/83396/83429/83675/93840/94192/94275/97064/98711/99929",161
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","116/5862","211/28905",0.549763033175355,2.71083256123058,12.5801424667017,8.38593056091887e-29,1.99895737370644e-26,7.96745137503286e-27,"100705/104110/104111/104112/106564/110446/11486/11512/11515/11564/11636/11637/11717/11946/11947/11949/11950/11951/11957/11958/12495/13382/13806/14081/16889/17705/17706/17721/17722/17850/17869/17991/17993/17995/18102/18103/18160/18597/18604/19017/211347/214917/216805/22247/227197/228026/228033/229665/230075/230103/231327/235339/236900/237823/23917/23972/270076/27273/27402/28080/407785/432530/433182/50790/50799/50873/51797/54195/54369/54391/54405/55951/56248/56690/56749/57423/60525/60596/64451/66043/66046/66091/66108/66114/66218/66355/66377/66401/66414/66588/66916/66925/66945/67126/67264/67273/68073/68194/68197/68202/68263/68342/68738/69719/70025/70316/70456/71743/72269/72900/73132/75406/75533/75735/78330/80914",116
"GO:0010632","GO:0010632","regulation of epithelial cell migration","129/5862","250/28905",0.516,2.54435005117707,12.3693795578756,2.73371059419197e-28,6.28362906579267e-26,2.50453109700971e-26,"101401/101540/104831/105450/105844/108655/11350/11426/114715/11600/11606/11651/11684/11745/11816/11819/11826/11852/11855/11946/11947/12159/12168/12215/12512/12822/13036/13179/13197/13645/13731/13836/14164/14178/14182/14389/14756/14824/15117/15185/15200/15289/15507/15586/16000/16002/16398/16400/16416/16480/16542/16600/16819/17260/18024/18591/18643/18645/18709/18750/18754/18760/19016/19130/19141/192197/19225/19229/19270/19274/19878/20130/20317/20351/20356/20401/20563/20583/20684/20692/20850/21333/21687/21814/21825/21926/22122/22341/226352/230738/232227/234779/23790/23797/23871/23938/23991/240185/243362/26365/26397/26921/381290/384783/52014/53868/54357/54485/56233/58233/63953/64074/67916/68585/68606/68750/68992/69216/69601/70097/73608/74144/74769/75723/76707/78560/79264/80837/93759",129
"GO:0072001","GO:0072001","renal system development","165/5862","359/28905",0.459610027855153,2.26629611995108,12.1770542575014,3.23170824806084e-28,7.17216354638606e-26,2.8586834847638e-26,"100503085/108000/110350/11421/114249/11504/11600/11606/11622/11764/11826/11847/12043/12064/12125/12142/12159/12161/12162/12488/12505/12577/12628/12633/12705/12767/12826/12931/13003/13388/13614/13617/13618/13642/13653/13809/13838/13841/14013/14118/14164/14182/14183/14537/14561/14633/14634/14734/15201/15213/15903/16194/16202/16348/16371/16372/16400/16416/16449/16776/16779/16878/17075/17125/17129/17130/17131/17260/17527/17869/18004/18121/18131/18263/18426/18457/18514/18552/18590/18591/18596/18605/18654/18763/18764/19126/19401/19876/20397/20537/20563/20681/20750/209039/211401/21419/216560/216805/21687/218476/21853/218772/22040/22411/22420/22601/228357/228790/230103/231214/231470/233651/235041/23948/23967/24063/240725/241226/242022/244585/246221/266781/319757/329628/329795/407785/53421/544696/55978/56198/56350/60595/66277/66398/66725/67087/67092/67703/67784/68318/68911/68927/69847/70350/71228/71371/71461/71785/72043/72135/72938/73692/74025/74533/75691/76260/83396/83429/83675/93840/94192/94275/97064/98711/99929",165
"GO:0045786","GO:0045786","negative regulation of cell cycle","177/5862","401/28905",0.44139650872818,2.17648687901536,11.9657173822525,1.42863108633134e-27,3.06488989054284e-25,1.22160489732964e-25,"100342/100502766/100683/102423/106052/107995/108961/11350/11477/11785/11787/11799/11819/11852/11920/12021/12043/12144/12159/12162/12189/12190/12192/12228/12235/12236/12298/12367/12443/12449/12534/12571/12575/12576/12577/12649/12753/13555/13649/13924/13982/14155/14183/14184/14199/14365/14451/14841/15370/15468/16319/16323/16600/16878/17246/17829/18004/18005/18392/18426/18749/18764/18817/19054/19130/192231/19225/19247/19361/19367/193838/19650/19891/20112/20460/208628/20877/20878/210766/211651/214444/214901/216810/21853/21858/21926/21929/21981/22040/22059/22137/225182/225372/225845/227331/229841/230103/233805/234736/235041/235559/23834/23871/240087/241627/26427/268465/268697/268930/26941/26951/269582/270669/28000/28114/327762/329795/330177/380629/381979/434175/50523/50915/52040/52276/52679/54369/54394/54601/56150/56190/56312/56419/56710/57441/59036/60364/65964/66209/66442/66591/66854/66977/67052/67141/67153/67177/67629/67941/68014/68067/68077/68145/69274/69601/69716/70385/71007/71375/71733/71943/72008/72033/72611/72772/74268/74335/74729/75430/76464/76843/77011/77065/79456/80280/83383/93759",177
"GO:0045333","GO:0045333","cellular respiration","129/5862","255/28905",0.505882352941176,2.49446083448733,12.0899550562733,3.20649207560149e-27,6.65709128986167e-25,2.65338580245868e-25,"102060/103172/104112/105675/108037/110842/11428/11429/114643/11564/11639/11651/11666/11946/11947/11949/11950/11957/11958/12064/12122/12534/12833/12850/12857/12858/12859/12861/12865/12866/12867/12868/12974/13382/13603/14466/14467/14555/15926/17449/17705/17706/17708/17711/17721/17722/17869/17991/17993/17995/18124/18597/18706/18810/19017/20656/207728/20917/209692/214917/215951/216805/21926/22040/22272/227197/227731/230075/235339/23961/242700/268697/269951/27369/28080/407785/434175/50799/54405/56312/56451/57423/58805/63873/64602/66043/66046/66091/66108/66114/66142/66148/66152/66218/66377/66414/66445/66694/66916/66925/66945/66972/67003/67126/67264/67273/67892/67914/68073/68077/68194/68197/68202/68263/68267/68342/68943/69089/70316/70383/70556/71832/72170/72759/72900/73181/75406/78330/93757",129
"GO:0009060","GO:0009060","aerobic respiration","109/5862","199/28905",0.547738693467337,2.70085072239396,12.1433571462994,5.72388231187352e-27,1.15121582997556e-24,4.58852012961703e-25,"102060/103172/104112/105675/108037/11428/11429/11564/11639/11651/11666/11946/11947/11949/11950/11957/11958/12064/12122/12534/12833/12850/12857/12858/12859/12861/12865/12866/12867/12868/12974/13382/14467/15926/17449/17705/17706/17708/17711/17721/17722/17869/17991/17993/17995/18597/207728/20917/209692/214917/215951/21926/22272/227197/230075/235339/268697/269951/27369/28080/407785/434175/54405/56312/56451/57423/58805/63873/64602/66043/66046/66091/66108/66114/66142/66148/66152/66218/66377/66414/66445/66694/66916/66925/66945/66972/67003/67126/67264/67273/67892/67914/68073/68077/68194/68197/68202/68263/68342/68943/69089/70316/70383/70556/71832/72759/72900/75406/78330",109
"GO:0042060","GO:0042060","wound healing","167/5862","373/28905",0.447721179624665,2.20767326800596,11.8405024742839,6.13221857397358e-27,1.19596844673012e-24,4.76689526787037e-25,"105722/107351/107589/109246/109620/11426/11684/11747/11816/11826/11891/12173/12258/12305/12306/12369/12389/12476/12491/12495/12496/12505/12575/12614/12628/12633/12737/12739/12740/12767/12798/12831/13052/13518/13713/13805/13829/13844/14027/14061/14063/14065/14066/14067/14069/14114/14164/14230/14268/14369/14456/14595/14682/14723/14724/14726/14775/15200/15289/16000/16193/16194/16412/16416/16475/16542/16687/17886/18018/18024/18121/18214/18457/18590/18591/18613/18750/18754/18761/18791/18792/18810/19016/19041/19091/19128/192176/19339/20194/20277/20278/20296/20312/20344/20443/20583/20597/20807/208177/208936/20910/20963/211323/213649/214593/216350/21682/21788/21789/21824/21825/21857/218952/21898/21926/22003/22174/223701/22371/22433/224794/22601/229521/230103/231532/232906/235505/235627/23972/241639/260299/26362/26365/26401/26570/26903/27279/27359/30931/338366/54357/54525/59048/64074/66395/668225/67064/67916/68465/68750/69071/69605/71461/72736/73182/73379/74012/74769/76509/76707/76905/77579/80748/93742/93840/99439/99571",167
"GO:0040013","GO:0040013","negative regulation of locomotion","164/5862","364/28905",0.450549450549451,2.22161922008391,11.829988636056,7.47224364676585e-27,1.41445176795838e-24,5.63772686290042e-25,"101401/104831/105171/105450/105844/107351/107392/109880/109934/110532/114229/114715/11486/114886/11490/11539/11651/11792/11815/11816/11819/118453/11852/12043/12385/12389/12512/12552/12631/12667/12739/12741/12798/13078/13134/13138/13179/13197/13479/13482/13805/13835/13838/140571/14102/14114/14673/14739/14766/15289/15587/16009/16011/16202/16449/16480/16600/16666/16971/17260/17342/17470/17886/17965/18003/18024/18121/18133/18591/18645/18709/18795/18829/18846/19016/19017/19091/19242/19270/19273/19274/193385/19876/20130/20187/20300/20312/20317/20319/20348/20350/20351/20354/20356/20358/20360/20361/20440/20563/20684/20807/208177/211323/211770/214968/216805/217835/21814/21825/21838/21846/21857/218877/21926/22003/22240/22411/234593/23790/23938/240725/24136/242608/243362/245555/260315/26941/269951/320271/338366/353156/380916/381290/50768/50791/52463/52592/52662/53614/54485/56320/56838/58233/63953/66082/668225/67451/67588/68465/68713/69216/69550/69601/70300/70415/71228/73608/74012/74144/76707/76893/77574/79264/93672",164
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","188/5862","442/28905",0.425339366515837,2.09731054062441,11.7255364399199,8.75161831126105e-27,1.60929758432218e-24,6.41434400738141e-25,"100088/102423/106795/107995/108000/110957/11477/11504/11651/11792/11799/11820/11920/12021/12034/12043/12054/12055/12122/12144/12189/12192/12235/12236/12298/12314/12322/12325/12428/12442/12443/12444/12448/12449/12452/12453/12530/12532/12534/12571/12575/12576/12577/12649/12914/13205/13555/13649/13685/13860/13871/13924/14199/14235/14726/14841/15468/15512/15586/15904/16319/16323/16412/16600/17246/17829/17869/18018/18032/18214/18392/18514/18647/18669/18671/18761/18763/18764/18767/18795/18817/18973/19054/19192/194655/19650/19891/20133/20135/20460/208628/208643/20877/210766/21335/214444/216166/216190/21752/218294/218793/21987/22040/22059/22137/225182/227331/229776/229841/231803/233805/234736/235041/235559/237877/23834/24075/24108/26427/268697/268930/26951/269582/270669/27214/27375/30963/330177/380694/381293/381979/404710/434175/50523/50875/50927/52276/52679/54394/54601/56150/56190/57376/59036/60364/66156/66197/66209/66442/66591/66977/66993/67052/67121/67141/67153/67155/67629/67849/67941/68014/68067/68077/68612/69188/69274/69581/69716/70385/70601/71007/71375/72008/72611/72772/72776/72993/74268/74335/75430/76464/76707/76843/77011/77035/80280/83383/83796",188
